[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:27532 NAME:chrome.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:7056 NAME:chrome.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:10128 NAME:chrome.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:1944 NAME:wslhost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:16284 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:38812 NAME:steamwebhelper.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:10144 NAME:ctfmon.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:2984 NAME:NVDisplay.Container.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:14252 NAME:RuntimeBroker.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:22444 NAME:vmcompute.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:16304 NAME:Overwolf.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:952 NAME:services.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:36792 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:960 NAME:LsaIso.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:1984 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:14272 NAME:chrome.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:36800 NAME:WINWORD.EXE
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:8136 NAME:AggregatorHost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:4044 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:8140 NAME:Razer Synapse Service.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:23504 NAME:steamwebhelper.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:2000 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:10192 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:980 NAME:lsass.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:17364 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:23508 NAME:chrome.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:4056 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:35808 NAME:msedge.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:4064 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:12256 NAME:Discord.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:9188 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:8172 NAME:NisSrv.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:16364 NAME:BlueStacksServices.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:4080 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:8176 NAME:svchost.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:13300 NAME:NVIDIA Overlay.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:18424 NAME:RuntimeBroker.exe
[2026-02-20 22:29:32] USER:Alena | EVENT:process_start | PID:11260 NAME:svchost.exe
[2026-02-20 22:29:38] USER:Alena | EVENT:process_start | PID:16656 NAME:chrome.exe
[2026-02-20 22:29:38] USER:Alena | EVENT:process_start | PID:32060 NAME:chrome.exe
[2026-02-20 22:29:38] USER:Alena | EVENT:process_end | PID:21552
[2026-02-20 22:29:40] USER:Alena | EVENT:process_start | PID:22700 NAME:chrome.exe
